encoded,item
393,0064403319
394,0064403688
395,0064404773
396,0064404994
397,0064405044
398,0064405052
399,0064405109
400,0064405176
401,0064405842
402,006440630X
403,0064406970
404,0064407055
405,0064407667
406,0064407675
407,0064407683
408,0064407691
409,0064408183
410,0064408639
411,0064408647
412,0064408655
413,0064408663
414,0064409422
415,0064410129
416,0064410137
417,006441034X
418,0064440044
419,0064440508
420,0064471047
421,0064471055
422,0064471063
423,0064471071
424,006447108X
425,0064471098
426,0064471101
427,0064471837
428,0064471861
429,006447187X
430,0064471969
431,0064472264
432,0064472272
433,006447268X
434,0064472795
435,006447335X
436,0064473368
437,0066210232
438,0066211611
439,0066212855
440,0066214122
441,0066214440
442,0066238501
443,0066620996
444,0070212570
445,0091842050
446,0091882087
447,0099201410
448,0099245027
449,0099272687
450,0099282194
451,0099521016
452,0099740516
453,0099769913
454,0099771519
455,0099993805
456,0140003185
457,0140012133
458,0140013997
459,0140018328
460,0140031499
461,0140039589
462,0140041796
463,0140042210
464,0140042393
465,0140042407
466,0140042520
467,0140042598
468,0140043128
469,0140043519
470,0140045295
471,0140046569
472,0140051317
473,0140053204
474,0140055770
475,0140060898
476,014006690X
477,0140067477
478,0140067779
479,0140070206
480,0140071083
481,0140071814
482,0140075623
483,0140077022
484,0140086838
485,0140089225
486,0140092323
487,0140092501
488,0140094385
489,0140097058
490,0140097112
491,0140099832
492,0140113428
493,0140119906
494,014012389X
495,0140124373
496,0140124381
497,0140131558
498,0140132708
499,0140133488
500,0140143505
501,0140148590
502,0140154078
503,0140157654
504,0140167153
505,014016930X
506,0140176616
507,014017737X
508,0140177388
509,0140177396
510,0140179836
511,0140180788
512,0140184953
513,0140185011
514,0140185216
515,0140185232
516,0140186409
517,0140186522
518,0140187537
519,014018869X
520,0140195831
521,0140230165
522,014023313X
523,0140233903
524,0140234217
525,014023828X
526,0140244816
527,0140244824
528,0140250832
529,0140250913
530,0140250948
531,014025448X
532,0140254544
533,0140254587
534,0140255087
535,0140255125
536,0140257934
537,0140258795
538,0140259112
539,0140262032
540,0140264795
541,0140265686
542,0140265988
543,0140266771
544,0140268863
545,0140270590
546,0140272658
547,0140274154
548,0140274782
549,0140275010
550,0140276904
551,014027927X
552,0140279288
553,014027944X
554,014028009X
555,0140280464
556,0140280553
557,0140282033
558,0140282777
559,0140286276
560,0140288503
561,0140293248
562,0140293442
563,0140293450
564,0140293469
565,0140295569
566,014029628X
567,0140296298
568,0140296409
569,0140298479
570,0140309578
571,0140314601
572,0140315977
573,0140328696
574,014034019X
575,014034294X
576,0140345353
577,0140348107
578,014034893X
579,014034991X
580,0140366784
581,0140374248
582,0140378278
583,014038572X
584,0140386335
585,0140386351
586,0140386645
587,0140390464
588,0140430016
589,0140430105
590,0140430113
591,0140430164
592,0140430229
593,0140430725
594,0140430962
595,0140431357
596,014043187X
597,0140433627
598,0140434259
599,0140440046
600,0140440224
601,0140440410
602,0140441654
603,0140445560
604,014045022X
605,0140481346
606,0140481389
607,0140620109
608,0140620125
609,0140620206
610,0140620222
611,0140620338
612,0140620427
613,0140620621
614,014062063X
615,0140620664
616,0140620753
617,0140620842
618,0140620869
619,0140621377
620,0140622179
621,0140622500
622,014100018X
623,0141000198
624,0141001771
625,0141001828
626,0141002077
627,0141007338
628,0141182539
629,0141301058
630,0141301066
631,0141301074
632,0141301104
633,0141301120
634,0141301147
635,0141301155
636,014131088X
637,0142000205
638,0142000221
639,014200023X
640,0142000345
641,0142000361
642,0142000485
643,0142000663
644,0142000809
645,0142000892
646,0142001325
647,0142001430
648,0142001619
649,0142001740
650,0142001805
651,0142001821
652,0142002267
653,0142002798
654,0142003190
655,0142003727
656,0142004030
657,0142004235
658,0142004278
659,0142300497
660,0142301515
661,0143035002
662,0146000552
663,0151001006
664,0151002290
665,0151002517
666,0151002630
667,0151004218
668,0151006725
669,0151006903
670,015100692X
671,0151008116
672,0151446474
673,0151686564
674,0151731527
675,0151962960
676,0152050167
677,015216250X
678,0152164561
679,0156001314
680,0156001454
681,0156005891
682,0156006219
683,0156006529
684,0156006847
685,015600710X
686,0156007185
687,0156007479
688,0156007754
689,0156011042
690,0156012197
691,0156013924
692,0156027321
693,0156028778
694,015602943X
695,0156030209
696,0156106809
697,015640057X
698,0156439611
699,0156453800
700,0156528207
701,0156628708
702,015668568X
703,015670160X
704,0156711427
705,0156787334
706,0156838389
707,0156907399
708,0192815326
709,019282760X
710,0192833553
711,0192833596
712,019505928X
713,0201489376
714,020530902X
715,0226424197
716,0226500578
717,0252006860
718,0300089023
719,0304345350
720,0306812274
721,030700645X
722,0307301451
723,0310205719
724,0310209307
725,0312022824
726,0312050631
727,031205436X
728,031208188X
729,0312099045
730,0312099436
731,0312113420
732,0312130279
733,0312134517
734,0312140908
735,0312140940
736,0312144075
737,0312146310
738,0312147015
739,0312150601
740,031215125X
741,0312169787
742,0312171838
743,031218171X
744,0312187106
745,0312187459
746,0312195516
747,0312199430
748,0312201656
749,0312202318
750,0312203039
751,0312205406
752,0312243022
753,0312243359
754,0312244266
755,0312252617
756,0312252943
757,0312255012
758,0312261594
759,0312263120
760,0312263996
761,0312264372
762,0312265840
763,0312265859
764,0312265867
765,0312266804
766,0312267460
767,0312269587
768,0312272057
769,0312274920
770,0312275420
771,0312278586
772,0312281250
773,0312282990
774,0312283423
775,0312283709
776,0312283784
777,0312284683
778,0312289197
779,0312289510
780,0312289723
781,0312289871
782,0312291639
783,0312303467
784,0312305060
785,0312306326
786,0312308922
787,0312313810
788,031231616X
789,0312316933
790,0312421036
791,0312421273
792,0312421818
793,0312422156
794,031242227X
795,0312423799
796,0312853238
797,031286504X
798,0312868855
799,0312872402
800,0312873115
801,0312875681
802,0312876491
803,0312890044
804,0312901437
805,0312924585
806,0312924801
807,0312925883
808,0312926456
809,0312927746
810,0312950489
811,0312950586
812,0312951426
813,0312951469
814,0312952716
815,0312952813
816,0312953615
817,0312955006
818,0312955731
819,0312956126
820,0312958129
821,0312958455
822,0312961006
823,0312961324
824,0312963009
825,0312963297
826,0312965338
827,0312965680
828,0312966091
829,0312966776
830,0312966806
831,0312966970
832,0312969252
833,0312970072
834,0312971125
835,0312971230
836,0312971346
837,0312971397
838,0312973055
839,0312974256
840,0312976275
841,0312977026
842,0312978332
843,0312978340
844,0312978359
845,0312978367
846,0312978383
847,0312979096
848,0312979398
849,0312979479
850,0312979517
851,0312979533
852,0312979886
853,0312979975
854,0312979983
855,0312980140
856,0312980159
857,0312980388
858,0312981589
859,031298250X
860,0312982518
861,0312982615
862,0312983131
863,0312983212
864,0312983220
865,0312983271
866,031298328X
867,0312983298
868,0312983301
869,0312983433
870,0312983824
871,0312983832
872,0312983867
873,0312984820
874,0312985207
875,0312986343
876,0312986734
877,0312986769
878,0312988249
879,0312989385
880,0312989393
881,0312990456
882,0312991460
883,0312992416
884,0312993536
885,0312995423
886,0316037451
887,0316073016
888,0316089699
889,0316096199
890,0316103098
891,0316107107
892,0316107298
893,0316107352
894,0316107387
895,0316143464
896,0316153915
897,0316153990
898,0316154059
899,0316154067
900,0316154075
901,0316154601
902,0316155306
903,0316158720
904,0316168688
905,0316168815
906,0316182540
907,0316198951
908,0316284955
909,0316287555
910,0316291161
911,0316313068
912,0316316962
913,0316346624
914,0316540838
915,0316569321
916,0316578398
917,0316601950
918,0316602051
919,0316602906
920,0316603287
921,0316603570
922,0316666009
923,0316666343
924,0316678104
925,0316690619
926,0316693006
927,0316693200
928,0316693235
929,0316693251
930,0316693286
931,0316693294
932,0316693324
933,0316693642
934,0316693715
935,0316710571
936,0316734837
937,0316735027
938,0316735698
939,0316735736
940,0316769177
941,0316769487
942,0316769495
943,0316769509
944,0316776963
945,0316777722
946,0316777730
947,0316779059
948,0316779237
949,0316779423
950,0316779490
951,0316780375
952,0316780812
953,0316781010
954,0316781142
955,0316781266
956,0316782262
957,0316782505
958,0316785261
959,0316785644
960,0316788228
961,0316789089
962,0316789844
963,0316789976
964,0316800945
965,0316812471
966,0316898163
967,0316899984
968,0316899992
969,0316910333
970,0316926086
971,0316929190
972,0316969443
973,0316969680
974,0330253603
975,0330262130
976,0330267388
977,0330269828
978,0330294911
979,0330300822
980,0330306839
981,0330312367
982,0330327917
983,0330330276
984,0330330373
985,0330332775
986,0330334026
987,0330341634
988,0330345605
989,0330352695
990,0330375253
991,0330376136
992,0330482203
993,0330484907
994,0330487612
995,034068948X
996,0340786051
997,0345253736
998,0345272579
999,0345272587
1000,0345285549
1001,0345285859
1002,0345288238
1003,0345298349
1004,034529873X
1005,0345300203
1006,0345301110
1007,0345303067
1008,0345305183
1009,0345308239
1010,034530988X
1011,0345310020
1012,0345311485
1013,0345313151
1014,0345313755
1015,0345313860
1016,0345314255
1017,0345314484
1018,0345314999
1019,0345315715
1020,0345316002
1021,0345316509
1022,0345317580
1023,0345318854
1024,0345318862
1025,0345320115
1026,0345321383
1027,0345322215
1028,0345322231
1029,0345322401
1030,0345323440
1031,0345323750
1032,034532532X
1033,0345325818
1034,0345326490
1035,0345327861
1036,0345331354
1037,0345333756
1038,0345333926
1039,0345334310
1040,0345334531
1041,0345335082
1042,0345335287
1043,0345335406
1044,0345335457
1045,0345335465
1046,0345335511
1047,0345335651
1048,0345335708
1049,0345336615
1050,0345337662
1051,0345338545
1052,0345338588
1053,0345338715
1054,0345339495
1055,0345339681
1056,0345339703
1057,0345339711
1058,0345339738
1059,0345339967
1060,0345341678
1061,0345342569
1062,0345342968
1063,0345344464
1064,0345345053
1065,0345346491
1066,0345346971
1067,0345347226
1068,0345347536
1069,0345347951
1070,0345348036
1071,0345348109
1072,0345348656
1073,0345350472
1074,0345350499
1075,0345350588
1076,0345350685
1077,0345351525
1078,0345351959
1079,0345352661
1080,0345353145
1081,0345353625
1082,0345354613
1083,0345354621
1084,0345354648
1085,0345354923
1086,0345354931
1087,0345356365
1088,0345356535
1089,0345356578
1090,0345358791
1091,0345358805
1092,0345360001
1093,0345361571
1094,0345361792
1095,0345362861
1096,0345363310
1097,0345366239
1098,034536676X
1099,034536743X
1100,0345367650
1101,0345367898
1102,0345368436
1103,0345368754
1104,0345368932
1105,0345368991
1106,0345369335
1107,0345369351
1108,0345369947
1109,0345370775
1110,0345370805
1111,0345371135
1112,0345371984
1113,0345372050
1114,0345373707
1115,0345374568
1116,0345375211
1117,034537536X
1118,0345375580
1119,0345376579
1120,034537682X
1121,0345377443
1122,0345377591
1123,0345377648
1124,0345378482
1125,0345378490
1126,0345379330
1127,0345379365
1128,0345380193
1129,0345380371
1130,0345381432
1131,0345381645
1132,034538184X
1133,0345382323
1134,034538430X
1135,0345384350
1136,0345384369
1137,0345384377
1138,0345384466
1139,0345384563
1140,034538475X
1141,0345384911
1142,0345386108
1143,0345386132
1144,0345386744
1145,0345387007
1146,0345387554
1147,0345387651
1148,0345389247
1149,0345389417
1150,0345389964
1151,0345390458
1152,034539092X
1153,0345391055
1154,0345391373
1155,0345391802
1156,0345391810
1157,0345391829
1158,0345391837
1159,0345392825
1160,0345394267
1161,034539657X
1162,0345396936
1163,0345397819
1164,034540047X
1165,0345402308
1166,0345402871
1167,034540288X
1168,0345403339
1169,0345403959
1170,0345404114
1171,0345404319
1172,0345404475
1173,0345404769
1174,0345404777
1175,0345404785
1176,0345404793
1177,0345406036
1178,034540727X
1179,034540761X
1180,0345409469
1181,0345409671
1182,0345409876
1183,0345409973
1184,0345410017
1185,034541005X
1186,0345410998
1187,0345411471
1188,034541215X
1189,0345412214
1190,0345412923
1191,0345413350
1192,0345413369
1193,0345413377
1194,0345413865
1195,0345413873
1196,0345413881
1197,034541389X
1198,0345413903
1199,0345416260
1200,0345416600
1201,0345416880
1202,0345417623
1203,0345417976
1204,0345418018
1205,0345418263
1206,0345418778
1207,0345418913
1208,0345419995
1209,0345420438
1210,0345420748
1211,0345422317
1212,0345422384
1213,0345422392
1214,0345422406
1215,0345422473
1216,0345422589
1217,0345422783
1218,0345423097
1219,0345423135
1220,0345423291
1221,0345423399
1222,0345423402
1223,0345423615
1224,0345423879
1225,0345424646
1226,0345424719
1227,0345425308
1228,0345425707
1229,0345426037
1230,0345426274
1231,034542705X
1232,0345427637
1233,0345427653
1234,0345428196
1235,0345428307
1236,0345430573
1237,0345430581
1238,034543076X
1239,0345432401
1240,0345432479
1241,0345433017
1242,0345433084
1243,0345433254
1244,0345433491
1245,0345434250
1246,0345434471
1247,034543448X
1248,0345434498
1249,0345434692
1250,0345434773
1251,034543479X
1252,0345434803
1253,0345434870
1254,0345435028
1255,0345435168
1256,0345435249
1257,0345435273
1258,0345435729
1259,0345435796
1260,0345436911
1261,034543739X
1262,0345438329
1263,0345438825
1264,0345439104
1265,0345439244
1266,0345440021
1267,0345440048
1268,0345440064
1269,0345440137
1270,0345440145
1271,0345440765
1272,0345440781
1273,0345440951
1274,0345441036
1275,0345441133
1276,0345441265
1277,0345442768
1278,0345442822
1279,0345443020
1280,0345443284
1281,034544356X
1282,0345443683
1283,0345444884
1284,0345445724
1285,0345445848
1286,0345445856
1287,0345446666
1288,0345446860
1289,0345447409
1290,0345447832
1291,0345447840
1292,0345447867
1293,0345447980
1294,0345449347
1295,0345450175
1296,0345450663
1297,0345450728
1298,0345450892
1299,0345450914
1300,034545104X
1301,0345452003
1302,0345452062
1303,0345452534
1304,0345452550
1305,0345452569
1306,0345452577
1307,0345452593
1308,0345452704
1309,0345453387
1310,0345453409
1311,0345453549
1312,0345453743
1313,0345453816
1314,0345456939
1315,0345457374
1316,0345457641
1317,0345457684
1318,0345458303
1319,0345458915
1320,0345459202
1321,0345459407
1322,0345460359
1323,0345463153
1324,0345465083
1325,0345469674
1326,0349101779
1327,0349101787
1328,0349105715
1329,0349107688
1330,0349111863
1331,0349113920
1332,0373079613
1333,0373218036
1334,0373218095
1335,0373218192
1336,0373218257
1337,0373218397
1338,0373218400
1339,0373218419
1340,0373218427
1341,0373218443
1342,0373218486
1343,0373218540
1344,0373218958
1345,0373218966
1346,0373218974
1347,0373226144
1348,0373240007
1349,0373240228
1350,0373242328
1351,0373243286
1352,0373243790
1353,0373244487
1354,0373245319
1355,0373250118
1356,0373250126
1357,0373250134
1358,0373250142
1359,0373250150
1360,0373250177
1361,0373250185
1362,0373250193
1363,0373250207
1364,0373250215
1365,0373250223
1366,037325024X
1367,0373250258
1368,0373250266
1369,0373250282
1370,0373250290
1371,0373250312
1372,0373250363
1373,0373250371
1374,0373250428
1375,0373250452
1376,0373250479
1377,037325055X
1378,0373270976
1379,0373285000
1380,0373483503
1381,0373483694
1382,0373483880
1383,0373483899
1384,0373483902
1385,037348397X
1386,0373484003
1387,0373484100
1388,0373484224
1389,0373484232
1390,0373484410
1391,0373484429
1392,0373484836
1393,0373484887
1394,0373484895
1395,0373484909
1396,0373691300
1397,0373710615
1398,0373710992
1399,0373711026
1400,0373711263
1401,0373711735
1402,0373790473
1403,0373790481
1404,0373790899
1405,0373825013
1406,0373825021
1407,037382503X
1408,0373834365
1409,0373834691
1410,0373835280
1411,0373835396
1412,037383568X
1413,0373835876
1414,0373835922
1415,0373872127
1416,0374100128
1417,0374121230
1418,0374128715
1419,0374129983
1420,0374172897
1421,0374199698
1422,0374266441
1423,0374270325
1424,0374281602
1425,0374281947
1426,0374332657
1427,0374373620
1428,0374480095
1429,0374480133
1430,0374525641
1431,0374527229
1432,0375400117
1433,0375401156
1434,0375401598
1435,0375401601
1436,037540256X
1437,0375405445
1438,037540600X
1439,0375406182
1440,0375406328
1441,0375406530
1442,0375410538
1443,0375411070
1444,0375411550
1445,0375411992
1446,0375412530
1447,0375412557
1448,0375412824
1449,037541309X
1450,037541326X
1451,0375413596
1452,0375413634
1453,0375414053
1454,0375414657
1455,0375420827
1456,0375421440
1457,037542217X
1458,0375422307
1459,0375422412
1460,0375500510
1461,0375501347
1462,0375501371
1463,0375501851
1464,0375502025
1465,0375502238
1466,0375502912
1467,0375502947
1468,0375503269
1469,0375504036
1470,0375504397
1471,0375504613
1472,0375504907
1473,0375505997
1474,0375506039
1475,0375506276
1476,0375507493
1477,0375507507
1478,0375507523
1479,0375508562
1480,0375700757
1481,0375701044
1482,0375701214
1483,0375701427
1484,0375701907
1485,0375701966
1486,0375702709
1487,0375703055
1488,0375703063
1489,0375703438
1490,0375703675
1491,0375703764
1492,0375703845
1493,0375703861
1494,0375704027
1495,037570485X
1496,037570504X
1497,0375705171
1498,0375705198
1499,0375705856
1500,0375706062
1501,0375706410
1502,0375706771
1503,0375707166
1504,0375707425
1505,037570745X
1506,0375707972
1507,0375708111
1508,0375708278
1509,037570910X
1510,0375709150
1511,037570924X
1512,0375712925
1513,0375713751
1514,0375719180
1515,0375724370
1516,0375724400
1517,0375724443
1518,0375724672
1519,0375724834
1520,0375725466
1521,0375725601
1522,0375725784
1523,0375725849
1524,0375726349
1525,0375726403
1526,0375727132
1527,0375727345
1528,0375756981
1529,0375757597
1530,0375758232
1531,0375758453
1532,0375758682
1533,0375758771
1534,0375758992
1535,0375759778
1536,0375760393
1537,0375760628
1538,0375760903
1539,0375760911
1540,037576092X
1541,0375803483
1542,0375821813
1543,037582233X
1544,037582345X
1545,0375826688
1546,0380000490
1547,0380001411
1548,0380002450
1549,0380002930
1550,038000321X
1551,0380005239
1552,038000917X
1553,0380012863
1554,0380014033
1555,0380014300
1556,038001503X
1557,0380015390
1558,0380016990
1559,0380017601
1560,0380018179
1561,038039586X
1562,0380400480
1563,0380400634
1564,0380423901
1565,0380470845
1566,0380542625
1567,0380599236
1568,0380600129
1569,0380603764
1570,0380603926
1571,0380619458
1572,0380698439
1573,0380698714
1574,0380698919
1575,0380702843
1576,0380703882
1577,0380704587
1578,038070613X
1579,0380708213
1580,0380709163
1581,0380709244
1582,0380709538
1583,0380709546
1584,0380709562
1585,0380710218
1586,0380710404
1587,0380710722
1588,0380711524
1589,0380713802
1590,0380714752
1591,0380715430
1592,0380715929
1593,0380716542
1594,0380717018
1595,0380718332
1596,0380718340
1597,0380718367
1598,0380718758
1599,0380718839
1600,038071907X
1601,0380719185
1602,0380719223
1603,0380720191
1604,038072118X
1605,038072121X
1606,0380721457
1607,038072152X
1608,0380721643
1609,0380722704
1610,0380723085
1611,038072345X
1612,038072362X
1613,0380723638
1614,0380724979
1615,0380725231
1616,0380725584
1617,0380725703
1618,0380725711
1619,0380725827
1620,0380725835
1621,0380726238
1622,0380726254
1623,0380726262
1624,0380726289
1625,0380726297
1626,0380726815
1627,0380727293
1628,0380727501
1629,0380728133
1630,0380728265
1631,0380728273
1632,0380728729
1633,038072880X
1634,0380729342
1635,0380729407
1636,038072975X
1637,0380730138
1638,0380730200
1639,0380730359
1640,0380730375
1641,0380730448
1642,0380730820
1643,0380730847
1644,0380731479
1645,0380731851
1646,038073186X
1647,0380732149
1648,0380732181
1649,0380732335
1650,0380732661
1651,0380732688
1652,0380750848
1653,0380750872
1654,0380752859
1655,0380752867
1656,0380752891
1657,0380752999
1658,0380753006
1659,0380753014
1660,0380753022
1661,0380754843
1662,0380756234
1663,0380756250
1664,0380756277
1665,0380756285
1666,0380756293
1667,0380757478
1668,0380759489
1669,0380759497
1670,0380759500
1671,0380762560
1672,0380762587
1673,0380762595
1674,0380762609
1675,0380765454
1676,0380765462
1677,0380773155
1678,0380775840
1679,0380778556
1680,0380778726
1681,0380780860
1682,0380784491
1683,0380786230
1684,0380788314
1685,0380788624
1686,0380788756
1687,0380789019
1688,0380789035
1689,0380789612
1690,0380789884
1691,0380789892
1692,0380790904
1693,0380791978
1694,0380791994
1695,0380792028
1696,0380792486
1697,0380792494
1698,0380792648
1699,0380792745
1700,038079439X
1701,0380794489
1702,038079487X
1703,0380795272
1704,0380796090
1705,0380796104
1706,0380797399
1707,0380798395
1708,0380798581
1709,0380800780
1710,0380804387
1711,0380804557
1712,0380804697
1713,0380804700
1714,0380805707
1715,0380805995
1716,0380807122
1717,0380807149
1718,038080719X
1719,0380807343
1720,0380808072
1721,0380808080
1722,0380809362
1723,038081093X
1724,0380811065
1725,0380811081
1726,0380811987
1727,0380812037
1728,0380813815
1729,0380814021
1730,038081403X
1731,0380814390
1732,0380814676
1733,0380814803
1734,0380815923
1735,0380815931
1736,0380816547
1737,0380816555
1738,038081658X
1739,0380817144
1740,0380817683
1741,0380817691
1742,0380817705
1743,0380818191
1744,0380818973
1745,0380819627
1746,0380819643
1747,0380820056
1748,0380820145
1749,0380820293
1750,0380820447
1751,0380820846
1752,0380820854
1753,0380820889
1754,038082101X
1755,0380841940
1756,0380868768
1757,0380871556
1758,0380892847
1759,0380896931
1760,038089968X
1761,0380899825
1762,0380973464
1763,0380973545
1764,0380973650
1765,038097407X
1766,0380975068
1767,0380977303
1768,0380977311
1769,0380977737
1770,0380977761
1771,0380977788
1772,0380978407
1773,0380978415
1774,0380978857
1775,0385121679
1776,0385182449
1777,0385199570
1778,0385234104
1779,0385260075
1780,0385260083
1781,0385265565
1782,0385265700
1783,0385285965
1784,038529929X
1785,0385301499
1786,0385302304
1787,0385304900
1788,0385306024
1789,0385306032
1790,0385306040
1791,0385306059
1792,0385311109
1793,0385311400
1794,0385311923
1795,0385312202
1796,0385312377
1797,038531258X
1798,038531292X
1799,0385313012
1800,0385314280
1801,0385314337
1802,0385314388
1803,0385314698
1804,0385314744
1805,0385315090
1806,0385315147
1807,0385315236
1808,0385315279
1809,0385315309
1810,0385315724
1811,0385316577
1812,0385316860
1813,0385316895
1814,0385316917
1815,038531695X
1816,038531700X
1817,0385317018
1818,0385317093
1819,0385318073
1820,0385318782
1821,0385319002
1822,0385319037
1823,0385319207
1824,0385319444
1825,0385319568
1826,0385323638
1827,0385324057
1828,0385332963
1829,038533303X
1830,0385333064
1831,0385333137
1832,0385333293
1833,038533334X
1834,0385333412
1835,0385333463
1836,038533348X
1837,0385333498
1838,0385333846
1839,0385333927
1840,0385334036
1841,0385334206
1842,0385334729
1843,0385334923
1844,0385335121
1845,0385335431
1846,0385335466
1847,0385335482
1848,0385335490
1849,0385335520
1850,0385335555
1851,038533558X
1852,0385335679
1853,0385335830
1854,0385335881
1855,0385336179
1856,0385336306
1857,0385336314
1858,0385336489
1859,038533656X
1860,0385336667
1861,0385336772
1862,0385336810
1863,0385337116
1864,0385337477
1865,0385337639
1866,0385413041
1867,0385413726
1868,0385416342
1869,0385418493
1870,0385419287
1871,0385420161
1872,038542017X
